"","Player","Nation","Age","Pos","Born","Squad","Comp","MP","Starts","Min","90s","CrdY","CrdR","npxG+xAG","G+A.1","G-PK.1","G+A-PK","xG+xAG","Gls.y","Sh.x","SoT%","SoT/90","G/Sh","G/SoT","Dist","FK.x","PKatt.y","xG.y","npxG.y","npxG/Sh","G-xG","np:G-xG","Cmp%","TotDist.x","PrgDist.x","Cmp.1","Att.1","Cmp%.1","Cmp.2","Att.2","Cmp%.2","Cmp.3","Att.3","Cmp%.3","Ast.y","xAG.y","xA","A-xAG","KP","1/3.x","PPA","CrsPA","PrgP.y","Att.y","Live.x","Dead","FK.y","TB","Sw","Crs","TI","CK","In","Out","Str","Cmp.y","Off","Blocks.x","SCA","PassLive","PassDead","TO","Sh.y","Fld","Def","GCA90","PassLive.1","PassDead.1","TO.1","Sh.1","Fld.1","Def.1","Tkl","TklW","Def 3rd.x","Mid 3rd.x","Att 3rd.x","Tkl.1","Att.x.x","Tkl%","Lost","Blocks.y","Sh","Pass","Int","Tkl+Int","Clr","Err","Def Pen","Def 3rd.y","Mid 3rd.y","Att 3rd.y","Att Pen","Live.y","Att.y.y","Succ","Succ%","Tkld","Tkld%","Carries","TotDist.y","PrgDist.y","PrgC.y","1/3.y","CPA","Mis","Dis","Rec","PrgR.y"
"535","Martin Erlic","CRO",23,"DF",1998,"Spezia","it Serie A",30,30,2576,28.6,0.17,0,0.12,0.07,0.07,0.07,0.12,0.07,0.52,20,0.1,0.13,0.67,10.1,0,0,0.1,0.1,0.2,-0.03,-0.03,80.1,649.9,225.5,8.95,10.4,86.2,17.1,19.4,88.4,4.62,7.9,58.4,0,0.01,0.01,-0.01,0.17,1.19,0.03,0,1.12,38.5,36.2,2.1,1.96,0.07,0.42,0.07,0.03,0,0,0,0,30.8,0.17,0.28,0.38,0.24,0,0,0.03,0.1,0,0.07,0,0,0,0.03,0.03,0,0.98,0.56,0.63,0.35,0,0.35,0.63,55.6,0.28,1.89,1.36,0.52,0.98,1.96,4.27,0.03,9.27,31,16.2,1.4,1.05,48.4,0.14,0.1,75,0.03,25,23.1,101.3,48.3,0.21,0.17,0,0.49,0.07,26.3,0.1
"536","Gonzalo Escalante","ARG",28,"MF",1993,"Alavés","es La Liga",17,15,1300,14.4,0.56,0.07,0.24,0.35,0.35,0.35,0.23,0.35,1.11,56.3,0.62,0.31,0.56,12.2,0,0,0.22,0.22,0.2,0.13,0.13,66.4,287.4,89,10.1,13.2,76.3,5.69,8.47,67.2,1.39,2.99,46.5,0,0.01,0.01,-0.01,0.49,2.92,0.21,0,2.85,27.7,27.4,0.21,0,0,0.21,0.21,0,0,0,0,0,18.4,0.07,0.69,1.25,0.9,0,0,0.28,0.07,0,0.21,0.07,0,0,0.07,0.07,0,2.08,0.97,0.63,1.39,0.07,0.9,2.36,38.2,1.46,1.88,0.14,1.74,1.46,3.54,1.94,0,2.57,9.44,23.3,7.99,1.67,40.4,0.63,0.49,77.8,0.14,22.2,15,54.7,25.8,0.49,0.21,0,0.97,0.97,17.7,1.04
"537","Sergio Escudero","ESP",31,"DF",1989,"Granada","es La Liga",27,15,1434,15.9,0.38,0,0.17,0.19,0.13,0.19,0.17,0.13,1.32,19,0.25,0.1,0.5,27.1,0.25,0,0.07,0.07,0.05,0.06,0.06,71.2,587.7,245.7,14.5,17.8,81.6,12.9,16.4,78.5,3.84,8.74,43.9,0.06,0.1,0.08,-0.04,0.82,2.14,0.63,0.31,3.21,46,35.3,10.5,1.51,0,0.44,1.89,8.68,0.31,0,0.06,0,32.8,0.19,0.63,2.96,1.76,0.44,0.06,0.44,0.13,0.13,0.31,0.19,0.06,0.06,0,0,0,2.89,1.51,1.57,1.07,0.25,1.64,3.4,48.1,1.76,1.13,0.19,0.94,1.64,4.53,2.2,0,2.96,17.7,27.9,13.5,0.88,58.7,0.75,0.19,25,0.57,75,22.1,95.2,50.4,1.07,0.82,0.06,1.19,0.63,25.9,2.33
"538","Alfonso Espino","URU",29,"DF",1992,"Cádiz","es La Liga",37,37,3329,37,0.16,0,0.11,0.11,0.05,0.11,0.11,0.05,0.73,25.9,0.19,0.07,0.29,20.7,0,0,0.05,0.04,0.06,0.01,0.01,62.2,525.8,233.6,13.6,16.2,84.3,11.2,17.2,65,3.68,9.68,38,0.05,0.07,0.09,-0.01,0.95,2.49,1.08,0.65,3.35,47.5,37,10.2,1.43,0.14,0.65,4.05,8.68,0.05,0.05,0,0,29.5,0.32,1.7,2.03,1.57,0.27,0.03,0.05,0.03,0.08,0.08,0.05,0.03,0,0,0,0,2.89,1.7,1.57,1.05,0.27,1.19,3.03,39.3,1.84,1.22,0.27,0.95,1.46,4.35,2.35,0.03,4.03,20.8,25.4,14.3,1.24,59.5,1.27,0.65,51.1,0.62,48.9,25.1,128.6,68.8,1.68,1.35,0.24,1.16,0.57,26.1,3.32
"539","Maxime Estève","FRA",19,"DF",2002,"Montpellier","fr Ligue 1",24,20,1857,20.6,0.1,0,0.05,0,0,0,0.05,0,0.24,20,0.05,0,0,7.5,0,0,0.04,0.04,0.18,-0.04,-0.04,84.5,634.1,173.3,10.5,12.3,85,19.9,21.7,91.3,2.67,4.42,60.4,0,0.01,0.01,-0.01,0.1,1.26,0.1,0,1.41,39.5,38.3,1.26,0.63,0,0.19,0,0.19,0,0,0,0,33.4,0,0.39,0.39,0.29,0.05,0,0.05,0,0,0,0,0,0,0,0,0,1.31,0.87,1.07,0.19,0.05,0.73,1.31,55.6,0.58,1.5,1.17,0.34,1.07,2.38,3.35,0.05,7.33,26.7,21.5,1.07,0.53,48.8,0.15,0.1,66.7,0.05,33.3,30.7,172.7,92.5,0.58,0.19,0,0.58,0.1,29.4,0.1
"540","Pervis Estupiñán","ECU",23,"DF",1998,"Villarreal","es La Liga",28,17,1575,17.5,0.17,0,0.19,0.06,0,0.06,0.19,0,0.8,28.6,0.23,0,0,19.1,0,0,0.05,0.05,0.05,-0.05,-0.05,77.3,723.3,244.8,24.3,27.5,88.6,18,23,78.4,2.57,4.8,53.6,0.06,0.14,0.12,-0.09,0.74,2.57,1.66,0.57,4,60.6,50.6,9.94,0.69,0,0.23,4.17,9.2,0.06,0,0,0,46.9,0.11,1.83,1.66,1.37,0.17,0,0.11,0,0,0.29,0.29,0,0,0,0,0,2.06,1.26,1.14,0.63,0.29,0.97,1.37,70.8,0.4,0.74,0.29,0.46,1.43,3.49,1.66,0.11,2.86,20.3,28.6,23.8,1.71,72.1,2,0.97,48.6,1.03,51.4,37.6,189.1,99.7,2.86,1.66,0.4,1.49,0.8,42.3,8.46
"541","Oghenekaro Etebo","NGA",25,"MF",1995,"Watford","eng Premier League",9,4,401,4.5,0.67,0,0.04,0,0,0,0.03,0,0.67,0,0,0,0,31,0,0,0.02,0.02,0.02,-0.02,-0.02,89.9,674.4,205.1,11.1,12,92.6,17.6,18.9,92.9,4.67,5.78,80.8,0,0.02,0.04,-0.02,0.44,3.33,0.67,0.22,3.56,37.3,34.7,2.44,2.44,0,0.44,0.44,0,0,0,0,0,33.6,0.22,0.22,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,0,2.44,1.78,1.56,0.89,0,0.67,1.78,37.5,1.11,0.67,0.22,0.44,1.11,3.56,1.11,0,3.33,14.4,28.9,2.67,0,45.3,2.22,1.33,60,0.89,40,23.6,121.8,55.1,0.67,0.22,0,0.67,0.44,27.3,0.22
"542","Jonny Evans","NIR",33,"DF",1988,"Leicester City","eng Premier League",18,16,1348,15,0.2,0,0.09,0.13,0.07,0.13,0.09,0.07,0.2,66.7,0.13,0.33,0.5,5.6,0,0,0.04,0.04,0.2,0.03,0.03,82.9,1116.1,411.5,16.7,19.3,86.6,32.8,35.5,92.5,6.33,11.8,53.7,0.07,0.05,0.05,0.01,0.27,3.47,0.33,0,3.27,68,64.9,2.93,2.4,0.07,0.07,0.2,0.53,0,0,0,0,56.4,0.13,0.2,0.67,0.53,0.13,0,0,0,0,0.13,0.07,0.07,0,0,0,0,1.6,0.93,0.93,0.53,0.13,0.93,1.47,63.6,0.53,1.13,0.87,0.27,1.33,2.93,3.93,0,10.3,42.1,32.3,2.53,0.8,76.5,0.2,0.13,66.7,0.07,33.3,43.8,186.9,102.5,0.07,0.2,0,0.27,0,49.8,0.27
"543","Eberechi Eze","ENG",23,"MF",1998,"Crystal Palace","eng Premier League",13,6,605,6.7,0.15,0,0.19,0.3,0.15,0.3,0.2,0.15,1.49,10,0.15,0.1,1,20.8,0.15,0,0.06,0.06,0.04,0.09,0.09,77,579.1,145.1,18.5,21.6,85.5,12.2,15.1,81.2,3.73,6.12,61,0.15,0.13,0.12,0.01,1.64,3.28,1.04,0.3,4.93,45.4,40,4.93,1.79,0.15,0.45,4.03,0.15,2.39,1.34,0.45,0,34.9,0.45,1.04,3.58,1.79,1.19,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0,0,0,0,1.49,0.9,0.75,0.3,0.45,0.9,1.64,54.5,0.75,0.6,0.15,0.45,0.75,2.24,0.15,0,0.6,7.16,28.4,21.3,1.64,56.1,3.43,2.09,60.9,1.34,39.1,33.1,206.1,98.8,2.99,2.39,0.45,2.99,1.49,39.1,5.67
"544","Abdessamad Ezzalzouli","MAR",19,"FW",2001,"Barcelona","es La Liga",10,6,580,6.4,0.63,0,0.34,0.16,0.16,0.16,0.33,0.16,2.5,25,0.62,0.06,0.25,16.5,0,0,0.2,0.2,0.08,-0.05,-0.05,71,251.7,34.8,13.8,16.4,83.8,3.75,6.72,55.8,1.09,1.72,63.6,0,0.14,0.17,-0.14,0.94,0.63,0.63,0.16,1.25,29.1,28.4,0.63,0,0,0.16,2.34,0.47,0.16,0,0,0,20.6,0,1.25,2.66,1.41,0,0.94,0.16,0.16,0,0.31,0.16,0,0,0.16,0,0,2.66,1.41,1.41,0.78,0.47,0.78,1.25,62.5,0.47,0.47,0,0.47,1.41,4.06,0,0,0.16,6.56,12,30.2,8.13,47.2,9.22,5.31,57.6,3.91,42.4,33.4,317.2,186.6,7.34,3.28,3.75,3.59,1.88,33.6,11.9
"545","Fabinho","BRA",27,"MF",1993,"Liverpool","eng Premier League",29,26,2314,25.7,0.27,0,0.14,0.23,0.12,0.16,0.2,0.19,0.74,36.8,0.27,0.16,0.43,19.9,0.08,0.08,0.15,0.09,0.14,0.04,0.02,87.1,849.1,222.3,26.3,28.8,91.2,21.3,23.7,90.1,3.66,5.25,69.6,0.04,0.05,0.07,-0.01,0.62,5.88,0.47,0.04,5.21,60.3,59.3,0.89,0.89,0.19,0.16,0.23,0,0,0,0,0,52.5,0.08,0.66,2.06,1.63,0,0,0.12,0.23,0.08,0.19,0.12,0,0,0.08,0,0,1.79,0.97,0.66,0.89,0.23,0.93,2.72,34.3,1.79,1.28,0.39,0.89,1.52,3.31,0.97,0.04,1.63,13.3,45.7,10.9,0.82,69.5,0.58,0.43,73.3,0.16,26.7,36.7,153.8,72.9,0.7,1.05,0.04,0.93,0.51,47.9,1.44
"546","Fábio","BRA",31,"DF",1990,"Nantes","fr Ligue 1",27,21,1667,18.5,0.43,0.05,0.11,0.11,0,0.11,0.11,0,0.59,9.1,0.05,0,0,17.7,0,0,0.05,0.05,0.09,-0.05,-0.05,72.5,548.1,227.3,16.2,19.7,82.4,13.7,18.2,75.1,2.54,5.78,43.9,0.11,0.05,0.05,0.05,0.54,2.16,0.54,0.27,3.46,46.1,35.1,10.8,0.92,0.05,0.22,1.89,9.84,0,0,0,0,33.4,0.27,0.76,1.51,1.03,0.16,0.16,0.05,0.05,0.05,0.27,0.22,0,0,0,0.05,0,3.3,2.16,1.68,1.24,0.38,1.95,4,48.6,2.05,1.57,0.38,1.19,1.89,5.19,1.68,0.05,2.59,17.2,27.3,14,0.92,57.9,1.3,0.76,58.3,0.54,41.7,25.4,135,62.8,1.41,1.35,0.05,1.08,0.49,25.7,4.05
"547","Wout Faes","BEL",23,"DF",1998,"Reims","fr Ligue 1",37,37,3330,37,0.05,0,0.06,0.11,0.11,0.11,0.06,0.11,0.59,40.9,0.24,0.18,0.44,13.6,0,0,0.06,0.06,0.1,0.05,0.05,85.2,699.8,272.7,9.49,10.6,89.8,19.7,20.9,93.9,4.43,7.08,62.6,0,0.01,0.02,-0.01,0.08,1.73,0.05,0,2.24,39.8,38.2,1.41,1.27,0.03,0.24,0.08,0,0,0,0,0,33.9,0.16,0.41,0.62,0.54,0,0,0.05,0.03,0,0,0,0,0,0,0,0,1.08,0.65,0.81,0.24,0.03,0.68,0.89,75.8,0.22,1.27,1,0.27,1.43,2.51,4.57,0.05,8.92,30,18.4,1.78,0.86,49.8,0.24,0.19,77.8,0.05,22.2,29.7,168.4,97.4,0.35,0.35,0.03,0.57,0.11,30.2,0.27
"548","Romain Faivre","FRA",23,"FW",1998,"Lyon","fr Ligue 1",35,29,2684,29.8,0.05,0,0.68,0.9,0.4,0.65,0.88,0.65,3.63,67.5,1.21,0.21,0.67,41.5,0.35,0.25,0.51,0.31,0.17,0.15,0.09,158.5,1306.3,428.8,44.4,51.2,172.4,27.4,32.4,167.7,7.31,13,112.4,0.25,0.37,0.43,-0.12,4.64,9.28,3.03,0.45,14.41,103.6,89.4,13.5,3.68,0.3,0.75,11.94,0.75,7.01,4.08,2.06,0,82.7,0.65,1.71,9.37,4.99,3.03,0.5,0.3,0.35,0.2,0.96,0.35,0.3,0.1,0.15,0,0.05,2.52,1.3,0.8,1.26,0.45,1,2.82,70.8,1.81,0.95,0,0.95,0.95,3.47,0.7,0,1.56,13.65,57,59.4,6.71,127.8,8.61,4.38,102,4.23,98,87.2,643.9,339.9,11.39,7.31,2.42,5.38,2.67,92.2,12.19
"549","Radamel Falcao","COL",35,"FW",1986,"Rayo Vallecano","es La Liga",22,8,838,9.3,0.11,0,0.56,0.64,0.64,0.64,0.56,0.65,3.55,45.5,1.61,0.18,0.4,13.4,0.22,0,0.53,0.53,0.15,0.12,0.12,76.3,191.4,26.3,8.6,10.6,80.8,4.19,5.16,81.3,0.43,0.54,80,0,0.03,0.04,-0.03,0.54,0.97,0.11,0.11,1.61,18.6,17,1.4,0,0,0.11,0.43,0,0,0,0,0,14.2,0.22,0.54,1.83,0.86,0,0.22,0.43,0.22,0.11,0.43,0,0,0,0.32,0.11,0,0.22,0.11,0,0.11,0.11,0.11,0.43,25,0.32,0.43,0.11,0.32,0.22,0.43,1.18,0,1.29,2.04,14.8,13.5,4.41,30.3,1.08,0.32,30,0.75,70,16.5,64.3,23.5,0.86,0.65,0.54,3.33,1.18,24.6,4.09
"550","Fali","ESP",27,"DF",1993,"Cádiz","es La Liga",28,23,1803,20,0.3,0,0.1,0.1,0,0.1,0.1,0,0.7,0,0,0,0,16.9,0.1,0,0.03,0.03,0.05,-0.03,-0.03,75.4,555.6,189.9,6.3,7.35,85.7,15.3,17.9,85.2,3.95,8.25,47.9,0.1,0.07,0.03,0.03,0.35,1.8,0.3,0.1,2.45,34.5,32.6,1.8,1.05,0.15,0.25,0.55,0.65,0,0,0,0,26,0.1,0.1,0.65,0.5,0.05,0,0.1,0,0,0.05,0,0.05,0,0,0,0,1.6,0.95,1.2,0.4,0,0.85,1.6,53.1,0.75,1.3,0.8,0.5,1.2,2.8,4.1,0,6.1,23,19.2,2.8,0.65,44.9,0.05,0.05,100,0,0,20.2,98.5,58.9,0.45,0.2,0.05,0.5,0.15,22.7,0.3
"551","Davide Faraoni","ITA",29,"DF",1991,"Hellas Verona","it Serie A",32,30,2572,28.6,0.28,0.03,0.21,0.31,0.14,0.31,0.21,0.14,1.05,30,0.31,0.13,0.44,14.1,0,0,0.1,0.1,0.1,0.03,0.03,67.9,560.8,265.5,16,19.5,82.1,11.5,16,71.9,3.88,8.43,46.1,0.17,0.1,0.08,0.07,0.7,2.9,1.68,0.56,4.3,47.5,37,10.1,0.45,0.1,0.56,2.87,9.65,0,0,0,0,32.3,0.42,1.15,1.64,1.22,0.1,0.03,0.17,0.1,0,0.28,0.24,0,0,0.03,0,0,2.17,1.4,1.33,0.73,0.1,1.01,2.17,46.8,1.15,1.33,0.17,1.15,0.8,2.97,2.17,0.03,3.29,15.4,27.4,17.6,1.92,60,1.4,0.42,30,0.98,70,25,90.5,41.5,1.08,0.66,0.21,1.75,0.49,31.2,4.37
"552","Mohamed Fares","ALG",25,"DF",1996,"Genoa","it Serie A",9,6,587,6.5,0.31,0,0.28,0.46,0.31,0.46,0.28,0.31,2,23.1,0.46,0.15,0.67,14.2,0,0,0.17,0.17,0.08,0.14,0.14,68.9,454.6,165.7,16.6,20.6,80.6,6.92,10.6,65.2,3.38,5.54,61.1,0.15,0.11,0.09,0.05,0.77,1.54,1.54,0.92,2.31,39.5,31.4,7.38,0.62,0.15,0.31,3.69,6.77,0,0,0,0,27.2,0.77,1.23,3.23,2,0.46,0,0.62,0.15,0,0.46,0.46,0,0,0,0,0,0.62,0.31,0.15,0.46,0,0,0.62,0,0.62,1.23,0.46,0.77,1.23,1.85,1.69,0,1.38,12.6,21.7,17.5,2.46,50.9,2.46,1.38,56.3,1.08,43.8,26.6,140.8,69.5,2.46,1.85,0.15,1.54,1.54,28.8,3.38
"553","Julien Faussurier","FRA",34,"MF",1987,"Brest","fr Ligue 1",16,4,489,5.4,0.19,0,0.22,0.18,0,0.18,0.22,0,0.74,75,0.55,0,0,15.4,0,0,0.07,0.07,0.09,-0.07,-0.07,71.6,659.8,235,19.3,22.8,84.6,11.1,15.7,70.6,5.37,9.26,58,0.19,0.15,0.22,0.04,2.41,2.04,2.22,1.67,4.07,50.9,41.1,9.44,0.93,0,0.93,7.04,7.78,0.74,0.19,0.37,0,36.5,0.37,1.48,3.7,2.96,0.56,0.19,0,0,0,0.18,0,0.19,0,0,0,0,1.85,1.11,0.56,0.56,0.74,1.11,2.41,46.2,1.3,2.22,0.19,2.04,0.93,2.78,1.11,0,2.04,12,23.1,26.7,2.96,61.3,1.48,0.19,12.5,1.3,87.5,38.3,220.4,92,3.33,2.78,0.56,1.67,0.37,36.9,11.1
"554","Federico Fazio","ARG",34,"DF",1987,"Salernitana","it Serie A",16,16,1434,15.9,0.19,0.06,0.11,0.06,0.06,0.06,0.12,0.06,1.01,18.8,0.19,0.06,0.33,12.5,0,0,0.09,0.09,0.09,-0.03,-0.03,80.8,586.9,231.3,13,14.6,89.2,15.7,18.8,83.3,2.96,5.03,58.8,0,0.03,0.03,-0.03,0.5,2.01,0.25,0.13,2.52,39.9,36.5,3.21,2.14,0.06,0.25,0.38,1.07,0,0,0,0,32.2,0.13,0.38,1.07,0.82,0,0.13,0.13,0,0,0.13,0.06,0,0,0.06,0,0,1.07,0.69,0.63,0.38,0.06,0.57,0.75,75,0.19,1.32,1.01,0.31,1.7,2.77,4.21,0.06,6.73,21.8,25.3,4.84,1.7,51.4,0.69,0.57,81.8,0.13,18.2,22.7,137.9,87.4,1.19,1.01,0.25,0.75,0.19,26.3,0.38
"555","Nabil Fekir","FRA",28,"MF",1993,"Betis","es La Liga",34,33,2794,31,0.23,0.03,0.37,0.45,0.19,0.45,0.37,0.19,2.71,38.1,1.03,0.07,0.19,21.4,0.35,0,0.15,0.15,0.06,0.04,0.04,80.1,598.1,193.9,22,23.9,92,10.7,13.3,80.8,3.84,7.42,51.7,0.26,0.23,0.22,0.03,2.71,3.77,1.39,0.32,5.52,48.6,41.3,7.1,2.32,0.29,0.23,5.58,0.26,4.29,1.45,1.94,0,38.9,0.26,1,5.48,2.71,1.55,0.65,0.13,0.35,0.1,0.61,0.39,0.16,0.06,0,0,0,1.39,0.94,0.16,0.81,0.42,0.23,1.16,19.4,0.94,0.45,0,0.45,0.23,1.61,0.23,0,0.13,3.48,27,30.9,4.1,60.7,3.97,2.65,66.7,1.32,33.3,37.7,233.2,105.8,3.77,2.61,1.61,3.29,2.61,46.4,7.45
"556","Felipe","BRA",32,"DF",1989,"Atlético Madrid","es La Liga",26,15,1504,16.7,0.3,0.06,0.07,0.18,0.12,0.18,0.07,0.12,0.66,36.4,0.24,0.18,0.5,9.5,0,0,0.04,0.04,0.07,0.08,0.08,81,678.4,244.9,15.6,17.8,87.5,17.8,19.9,89.5,3.59,6.83,52.6,0.06,0.02,0.04,0.04,0.3,1.26,0.06,0,1.92,46.7,44.6,1.74,1.56,0,0.24,0,0.18,0,0,0,0,37.8,0.36,0.6,0.66,0.6,0,0,0.06,0,0,0.12,0.12,0,0,0,0,0,1.2,0.9,0.66,0.48,0.06,0.48,1.08,44.4,0.6,1.02,0.66,0.36,1.68,2.87,4.61,0,7.01,27,28.7,2.22,1.26,57.8,0.18,0.12,66.7,0.06,33.3,31.2,170.6,83.6,0.3,0.18,0.06,0.48,0.12,32.2,0.12
"557","Luiz Felipe","ITA",24,"DF",1997,"Lazio","it Serie A",31,28,2491,27.7,0.32,0.04,0.02,0,0,0,0.02,0,0.18,20,0.04,0,0,13.6,0,0,0.01,0.01,0.06,-0.01,-0.01,91.4,1068.5,419.6,23.4,25.1,93.2,29.6,31.3,94.6,4.87,6.32,77.1,0,0.01,0.02,-0.01,0.11,3.32,0.14,0.04,2.82,65.9,63.4,2.35,1.84,0.04,0.4,0.07,0.4,0,0,0,0,60.2,0.11,0.36,0.51,0.43,0,0,0,0.04,0.04,0.04,0,0,0,0,0.04,0,1.48,0.83,0.76,0.58,0.14,0.72,1.23,58.8,0.51,1.44,1.19,0.25,1.19,2.67,3.68,0.04,10.2,37.8,36,1.59,0.36,75.1,0.22,0.22,100,0,0,43.9,235,126.2,0.43,0.32,0,0.32,0.22,54.1,0.04
"558","João Félix","POR",21,"FW",1999,"Atlético Madrid","es La Liga",24,13,1263,14,0.21,0.07,0.74,0.86,0.57,0.86,0.74,0.57,2.79,38.5,1.07,0.21,0.53,14.8,0.07,0,0.41,0.41,0.15,0.16,0.16,72.1,330.7,96.8,14,16.7,83.8,4.71,6.86,68.8,2.14,4,53.6,0.29,0.34,0.19,-0.05,1.36,2.29,1.64,0.07,3.5,32.2,29.6,2.29,0.57,0.71,0.79,1.29,0.57,0.14,0.07,0,0,23.2,0.36,0.86,3.5,2.29,0.07,0.5,0.14,0.5,0,0.64,0.57,0,0.07,0,0,0,0.36,0.14,0.07,0.29,0,0.07,0.36,20,0.29,0.29,0.07,0.21,0.5,0.86,0.57,0,0.64,3.07,20.4,20,3.79,42.9,3.71,2.21,59.6,1.5,40.4,29.6,191.2,106.4,3,3.14,0.79,2.07,1.36,37.1,5.86
"559","Ohis Felix Uduokhai","GER",23,"DF",1997,"Augsburg","de Bundesliga",13,8,787,8.7,0.11,0,0.02,0,0,0,0.02,0,0.23,0,0,0,0,11.5,0,0,0.02,0.02,0.08,-0.02,-0.02,77.1,734.7,276.8,12.1,13.2,91.3,20.5,24,85.2,4.25,9.2,46.3,0,0,0.01,0,0,2.64,0.34,0,3.22,48.3,45.3,2.87,1.49,0,0.46,0.46,1.38,0,0,0,0,37.2,0.11,0.69,0.57,0.57,0,0,0,0,0,0.11,0.11,0,0,0,0,0,1.03,0.69,0.69,0.34,0,0.69,1.26,54.5,0.57,1.49,0.92,0.57,1.03,2.07,3.79,0,7.47,33.2,22.5,2.64,0.34,57.7,1.03,0.92,88.9,0.11,11.1,33.6,180.5,95.5,0.8,0.34,0,0.11,0.57,35.6,0.46
"560","Kiko Femenía","ESP",30,"DF",1991,"Watford","eng Premier League",27,26,2142,23.8,0.08,0,0.16,0.21,0,0.21,0.16,0,0.13,33.3,0.04,0,0,20.7,0,0,0,0,0.04,0,0,70.6,562.9,258.4,20.4,23.8,85.7,12.6,17.9,70.6,2.27,6.97,32.5,0.21,0.15,0.1,0.06,1.05,2.35,0.92,0.38,4.2,51.6,38.5,12.9,1.22,0,0.04,4.45,10.2,1.55,1.05,0.46,0,36.4,0.13,0.97,1.89,1.39,0.46,0,0,0.04,0,0.25,0.21,0.04,0,0,0,0,1.47,0.92,0.97,0.42,0.08,0.88,1.55,56.8,0.67,1.01,0.34,0.67,1.55,3.03,2.14,0,4.24,19.1,23.9,17.6,0.46,60.1,0.59,0.29,50,0.29,50,25.7,130.2,68.3,1.68,1.43,0.25,1.72,0.29,28,2.02
"561","Bruno Fernandes","POR",26,"MF",1994,"Manchester Utd","eng Premier League",36,35,3111,34.6,0.29,0,0.49,0.46,0.29,0.46,0.54,0.29,2.51,33.3,0.84,0.11,0.34,21.9,0.17,0.06,0.28,0.23,0.09,0.01,0.05,74,766.4,226.8,22.9,26.7,85.6,14.7,18.4,80,5.64,10.7,52.6,0.17,0.26,0.2,-0.09,2.54,4.91,2.34,0.4,6.85,60.5,54.7,5.2,1.13,0.64,0.84,4.28,0.64,1.97,0.64,0.84,0,44.8,0.64,1.45,4.48,3.32,0.55,0.14,0.29,0.14,0.03,0.32,0.23,0,0.03,0.06,0,0,1.56,0.81,0.75,0.64,0.17,0.75,2.63,28.6,1.88,1.04,0,1.04,0.49,2.05,1.21,0.06,1.85,10.4,32.8,27.9,2.89,70.6,1.5,0.75,50,0.75,50,41.9,192.4,101.6,2.25,1.88,0.69,1.33,1.16,52,5.49
"562","Álex Fernández","ESP",28,"MF",1992,"Cádiz","es La Liga",32,22,2051,22.8,0.09,0,0.12,0.22,0.09,0.18,0.19,0.13,0.83,31.6,0.26,0.11,0.33,20.7,0,0.09,0.13,0.07,0.08,0,0.02,77.4,641.9,190.5,15.8,17.5,90,13.7,16.7,81.9,4.61,8.42,54.7,0.09,0.06,0.07,0.03,0.92,3.64,0.66,0.31,5.35,45.7,41.6,3.95,1.75,0.09,1.05,3.03,0.22,1.58,0.44,0.66,0.04,35.4,0.18,0.61,1.97,1.27,0.48,0,0.18,0,0.04,0.13,0.13,0,0,0,0,0,2.06,1.36,0.96,0.75,0.35,0.92,2.68,34.4,1.75,1.32,0.31,1.01,1.32,3.38,1.36,0,2.32,11.9,32,12.7,1.14,55.7,0.96,0.39,40.9,0.57,59.1,30.8,170.6,89.8,2.11,1.01,0.09,1.27,1.18,34.7,1.93
"563","Federico Fernández","ARG",32,"DF",1989,"Newcastle Utd","eng Premier League",7,5,523,5.8,0,0,0.12,0,0,0,0.13,0,1.03,16.7,0.17,0,0,10.2,0,0,0.07,0.07,0.07,-0.07,-0.07,86.3,610.3,264.5,10.3,10.9,95.2,17.1,18.6,91.7,3.62,6.03,60,0,0.05,0.03,-0.05,0.17,1.03,0,0,2.07,36.4,34.8,1.38,1.03,0.17,0.17,0.17,0.34,0,0,0,0,31.4,0.17,0.34,0.69,0.17,0,0,0.52,0,0,0.17,0,0,0,0.17,0,0,0.52,0,0.52,0,0,0.34,0.86,40,0.52,1.72,1.72,0,0.69,1.21,4.83,0,9.14,27.1,17.2,1.9,1.38,45.7,0,0,0,0,0,26.2,106.7,53.6,0,0,0,0.17,0,29.1,0.17
"564","Fernandinho","BRA",36,"MF",1985,"Manchester City","eng Premier League",19,10,964,10.7,0.09,0,0.23,0.28,0.19,0.28,0.24,0.19,1.68,16.7,0.28,0.11,0.67,16.7,0,0,0.15,0.15,0.09,0.04,0.04,88.6,1198.1,357.9,32.1,34.4,93.5,30.5,33.6,90.6,5.23,7.38,70.9,0.09,0.09,0.1,0,0.93,6.92,1.59,0.09,7.57,78.7,77.9,0.75,0.65,0.56,0.19,0.19,0.09,0,0,0,0,69.7,0.09,0.65,2.8,2.15,0,0,0.37,0.28,0,0.37,0.37,0,0,0,0,0,1.96,0.93,0.65,0.93,0.37,0.84,2.52,33.3,1.68,0.75,0.19,0.56,0.75,2.71,1.21,0.09,3.27,16.1,58.1,12.8,1.59,86.6,1.03,0.84,81.8,0.19,18.2,59.5,273.9,138.6,1.5,1.68,0,0.56,0.65,69.3,1.03
